anomaly_id,mission,get_report,get_diagnosis,subsystem,crew_observed,symptom_report,exchange_quote,established_cause,cause_confidence,in_corpus,diagnosed_in_flight,mc_turns,mc_time_s,notes
A12-001,Apollo 12,000:00:52,000:01:36,EPS,true,"During the first minute of flight the vehicle was struck by two triggered lightning discharges (36.5 s and 52 s). Crew got master alarms, multiple caution/warning lights (three fuel-cell lights, AC bus light, fuel-cell disconnect, AC bus overload 1 and 2, Main Bus A and B out), a signal-conditioning-equipment (SCE) dropout that garbled telemetry, and loss/tumble of the inertial guidance platform.","Air-to-ground (radio) turns, crew report -> CapCom diagnosis (Apollo Flight Journal, Day 1 pt 1; 2nd strike/platform loss at 000:00:52): (1) Conrad: 'Okay, we just lost the platform, gang. I don't know what happened here; we had everything in the world drop out.' (2) Carr: 'Roger. Plus one.' (3) Conrad: 'I got three fuel cell lights, an AC bus light, a fuel cell disconnect, AC bus overload 1 and 2, Main Bus A and B out.' (4, diagnosis) 000:01:36 Carr: 'Apollo 12, Houston. Try SCE to auxiliary. Over.' [reaffirmed 000:01:43 Carr: 'SCE, SCE to auxiliary.'] Tightly-timestamped context: 000:01:33 Conrad (onboard): 'We've got a short on it of some kind...'; 000:01:36 Carr: 'Try SCE to auxiliary.'","Vehicle-triggered lightning as it passed through electric fields (special report, ref. 12). First strike's induced transient on the battery-relay bus exceeded the current rate-of-change limit of the SCRs in the fuel-cell overload sensors, disconnecting the fuel cells from the main buses; low bus voltage dropped out the SCE and tripped AC undervoltage. Second strike set high-order bits in the CDU, driving the Z-axis (yaw) middle-gimbal readout past 85 deg and down-moding the platform to coarse-align, causing the observed tumble. Nine SM instrumentation measurements permanently lost. Crew restored fuel-cell power to buses at 000:02:22. Anomaly closed; launch weather rules added for later missions.",high,true,true,4,44,"THE marquee anomaly; the only one turn-hunted. John Aaron (EECOM) recognized the garbled-telemetry pattern and called 'SCE to Auxiliary'; Bean threw the SCE switch and telemetry was restored. Counted 4 air-to-ground turns (2 strictly intervening) from Conrad's report of the electrical emergency to Carr's diagnosis. get_report anchored to AFJ-documented 000:00:52 second strike / platform loss (Conrad's downlinked report immediately followed, not separately inline-timestamped); get_diagnosis 000:01:36 is inline in the transcript; human_time_s=44 is therefore approximate to a few seconds. Report Section 14.1.3 'Electrical Potential Discharges'."
A12-002,Apollo 12,,,GNC,true,Approximately 1.5 hours before launch the crew reported several intermittent all-8's displays on the command module main display and keyboard assembly (DSKY). No display malfunction occurred in flight.,,"A short across the normally-closed contacts of any one relay in the display relay matrix applies 250 V ac to all segments (common discharge path). Failure analyses after four previous identical failures showed relay contamination as the likely cause. Fabrication moved to laminar-flow clean rooms, 100% vibration screening added, and a malfunction procedure devised to clear a shorted condition. Anomaly closed.",high,true,false,,,"Report Section 14.1.1. Preflight crew report; cause from prior failure-analysis history, not an in-flight diagnosis."
A12-003,Apollo 12,,,EPS,false,"During cryogenic loading about 51 hours before launch, the heat leak of hydrogen tank 2 was unacceptable; a thick frost layer on the tank exterior verified inadequate vacuum in the insulating annulus. Tank removed and replaced before launch.",,Incomplete bond in the stainless-steel/titanium bimetallic joint let hydrogen leak from the inner tank into the vacuum annulus. Improper manufacturing inspection (lot 3B; lot 3A suspect) allowed voids to pass. Remaining suspect tanks recalled for joint replacement. Anomaly closed.,high,,false,,,"Report Section 14.1.2. Ground/prelaunch cryo-loading anomaly, detected by ground data and visual frost check."
A12-004,Apollo 12,,,GNC,true,"During systems checks after earth-orbit insertion, stabilization-and-control circuit breaker 23 (logic buses 3 and 4, panel 8) was found open. A crewman closed it and it stayed closed for the rest of the mission.",,"Postflight electrical and mechanical tests of the breaker and circuitry were normal; no cause found for launch-vibration or electrical-fault opening. Because it was fed in parallel with two breakers that did not open and showed no abnormalities, the breaker was probably not properly set during prelaunch positioning checks (these breakers are not specifically verified). Anomaly closed.",high,true,false,,,Report Section 14.1.4. Crew found and reclosed it; root cause not determined in flight (postflight conclusion).
A12-005,Apollo 12,,,RCS,true,The crew reported that two RCS isolation valves (quad A secondary propellant isolation valve and quad B No. 1 helium isolation valve) had inadvertently closed during CSM/S-IVB separation. Crew reopened them per preplanned procedure with no further problems.,,Same shock-induced closure phenomenon seen on Apollo 9 and 11 for propellant isolation valves; the helium isolation valve closure was the first noted in-flight occurrence. Failure-investigation test programs (postflight). Crew recovery was procedural.,high,true,false,,,"Report Section 14.1.5. Crew-reported; recovery procedural, root-cause investigation postflight."
A12-006,Apollo 12,,,comms,false,Operation of the S-band high-gain antenna in narrow-beam mode produced ~10-12 dB decreases in both uplink and downlink signal strength on several occasions; first observed in lunar-orbit revolution 1.,,Documented in Section 14.1.6 as unexpected narrow-beam signal-strength variations (analysis of antenna performance; details in Section 14.1.6).,medium,,false,,,Report Section 14.1.6. Ground/telemetry-observed signal-strength anomaly; detailed root cause not fully extracted.
A12-007,Apollo 12,,,EPS,false,At end of mission a discrepancy of ~27 pounds of oxygen existed between measured total cryogenic oxygen usage and the calculated combined environmental-control-system + fuel-cell oxygen usage.,,Cryogenic O2 quantity-accounting discrepancy (Section 14.1.7); fuel-cell O2 usage calculated from produced current and cross-checked against hydrogen consumption. Detailed conclusion not fully extracted.,medium,,false,,,"Report Section 14.1.7. Postflight accounting/telemetry discrepancy, not crew-detected in flight."
A12-008,Apollo 12,,,structures,true,"The hatch, left-hand, and both rendezvous windows of the command module showed considerable contamination as vertical streaks on the exterior surfaces. Crew reported seeing water on the windows during heavy pre-launch rain and water flowing over the windows at tower jettison.",,Gaps in the boost protective cover (hard-to-soft transition over the left rendezvous window) were not sealed with the required sealant on final installation; rain/water intrusion deposited contamination that streaked the windows. Identified via prelaunch notes and postflight inspection.,high,true,false,,,Report Section 14.1.11. Crew observed water in flight; root cause (unsealed BPC gaps) confirmed on the ground.
A12-009,Apollo 12,,,comms,true,"During ascent and rendezvous there was a VHF communications problem between the command module and lunar module; only one problem was apparent at the time but there were actually two separate problems. From ~142-1/4 hours, LM-to-CM comm had to be relayed via S-band network.",,"Two separate VHF problems in the CM VHF configuration (LM-aft/CM-right antennas), analyzed postflight (Section 14.1.19).",medium,true,false,,,Report Section 14.1.19. Crew experienced degraded VHF in flight; two-fault breakdown established postflight.
A12-010,Apollo 12,,,EPS,false,"After initial in-flight LM checkout, CSM-to-LM electrical current was ~1 ampere higher than expected. Turning off the docking-hatch floodlight circuit breaker returned current to normal.",,"The docking-hatch floodlight is controlled by a plunger switch actuated by closing the hatch (like a refrigerator door). The hatch did not depress the plunger sufficiently to open the switch, so the floodlight stayed powered. Crew verified switch/floodlight operation by manually depressing the plunger.",high,,false,,,"Report Section 14.2.1 (LM). Detected via higher-than-expected bus current (telemetry/electrical), then isolated by the crew."
A12-011,Apollo 12,,,ECLSS,true,"During preparations for the first EVA, water came from both suit inlet hoses when disconnected. After EVA-1 the Commander reported water in his boots and cold moist air from the suit inlet hose; the LM Pilot noted water drops in his inlet hose.",,Free water in the suit loop; swapping the water separators gave no improvement. Water dried in the suit before the sleep period with no further problem. Managed operationally in flight (Section 14.2.2).,high,true,false,,,"Report Section 14.2.2 (LM ECS). Crew-reported; handled operationally, no in-flight root-cause fix."
A12-012,Apollo 12,,,ECLSS,true,"Following lunar lift-off the crew reported a master alarm near ascent-engine shutdown; on a later pass behind the Moon the CO2 high-partial-pressure light and master alarm tripped again. Crew selected the secondary LiOH canister, then reselected primary at ground request; erratic CO2 indications continued on either canister.",,"Erratic/faulty carbon-dioxide sensor: ground data showed only a short-duration spike in indicated CO2 partial pressure (i.e., not a real CO2 buildup); indications were erratic regardless of which LiOH canister was in use (Section 14.2.3).",high,true,true,,,"Report Section 14.2.3 (LM). Crew-reported and treated in flight as an erratic sensor (ground had them reselect the primary canister), so it qualifies as crew-initiated + diagnosed-in-flight, but the specific air-to-ground exchange was NOT turn-hunted (fetch budget was spent on 14.1.3). Left at -1 per bounded-search rule."
A12-013,Apollo 12,,,GNC,true,"At the start of the second darkness pass after lunar lift-off, the crew reported the rendezvous tracking light had failed.",,"Subsequent switch cycling showed normal power consumption, indicating a corona failure in the high-voltage section of the light. Same failure signature as Apollo 9 and ground testing (previously attributed to high-voltage corona); design modifications had been made after Apollo 9 (Section 14.2.4).",high,true,false,,,Report Section 14.2.4 (LM). Crew-reported; corona-failure conclusion drew on Apollo 9 comparison/analysis (treated as postflight diagnosis).
A12-014,Apollo 12,,,EVA,true,During initial egress the Commander could not release the modularized equipment stowage assembly (MESA) D-ring deploy handle from its support bracket; it could be rotated but not pulled free. The compartment was deployed by pulling directly on the bellcrank cable.,,A retention pin at the bottom of the D-ring plugs into a socket with a ball-detent mechanism; apparently either the ball detent bound or the crewman did not fully release it (Section 14.2.5).,high,false,false,,,Report Section 14.2.5 (LM/EVA). Crew-experienced mechanical difficulty; cause analyzed on the ground.
A12-015,Apollo 12,,,EVA,true,"During egress the Commander's portable life support system (PLSS) contacted and tore the forward-hatch micrometeoroid/thermal shield, a potential hazard to the suit.",,"Physical contact between the bulky PLSS and the thin hatch thermal shield during egress. For Apollo 13 and later, shield thickness increased (0.004->0.010 in general area; 0.020->0.040 in standoff) and mounting-hole diameter increased (0.375->0.5 in) to strengthen it (Section 14.2.6).",high,false,false,,,Report Section 14.2.6 (LM/EVA). Damage occurred/observed during egress; fix was a postflight redesign.
A12-016,Apollo 12,,,DPS,true,The descent-propulsion low-level propellant quantity light illuminated about 20+ seconds earlier than expected during powered descent.,,The low-level light latches on when any one of four low-level point sensors (one per propellant tank) is uncovered; at activation the gaging system indicated fuel/oxidizer conditions consistent with an early point-sensor uncovering (Section 14.2.7).,medium,true,false,,,Report Section 14.2.7 (LM descent propulsion). Crew-observed during descent; detailed cause analyzed on the ground.
A12-017,Apollo 12,,,EVA,true,"The color TV camera gave good coverage for ~40 minutes at the start of EVA-1, then the video showed only white in an irregular pattern in the upper picture and black in the remainder; it never recovered despite repeated crew attempts and was turned off.",,The secondary-electron-conducting (SEC) vidicon tube was damaged by exposure to extreme light levels (the camera was inadvertently pointed at/near the Sun). Ground tests exposing an Apollo-type image sensor to extreme light reproduced the same failure signature (Section 14.3.1).,high,false,false,,,Report Section 14.3.1 (GFE). Famous 'Al Bean pointed the camera at the Sun' failure; cause confirmed by postflight ground tests.
A12-018,Apollo 12,,,ALSEP,true,The crew had difficulty removing the radioisotope fuel capsule from the fuel cask during ALSEP deployment (used to fuel the SNAP-27 RTG).,,"Thermal tests and analyses showed dimensional tolerances can diminish with temperature, causing binding between the latch fitting and the capsule/cask (Section 14.3.3).",high,false,false,,,Report Section 14.3.3 (GFE/ALSEP). Crew-experienced EVA difficulty; cause from postflight thermal analysis.
A12-019,Apollo 12,,,ALSEP,true,During ALSEP deployment the lunar surface at the passive seismic experiment site was soft and irregular; a crewman had to tamp a depression with his boots to prepare for deployment.,,"Soft, irregular lunar surface material at the deployment site (Section 14.3.4); an environmental/site condition rather than a hardware fault.",high,false,false,,,Report Section 14.3.4 (GFE/ALSEP). Crew-observed EVA deployment difficulty; cause self-evident (surface conditions).
A13-001,Apollo 13,,,EPS,true,"Sharp bang at ~55:54:53 GET with main-bus-B undervoltage, computer restart and master alarm; cryo O2 tank 2 pressure went to zero, fuel cells 1 and 3 lost power ~2.5 min later, and SM RCS quads showed barberpole (He/secondary-valve) indications.",,"Electrical shorts in the cryogenic O2 tank 2 fan circuit (energized at 55:53:20) ignited the fan-wire insulation; the resulting pressure/temperature rise ruptured the tank line and over-pressurized the vacuum jacket, separating the SM bay-4 outer panel and knocking out two fuel cells. Root cause established by postflight/Review Board investigation.",high,true,false,,,"Anomaly 14.1.1. Crew reported the event ('Houston, we've had a problem') but the physical root cause was determined postflight, not diagnosed in flight; separate MSC O2 Tank 2 Anomaly Report published. Not turn-hunted."
A13-002,Apollo 13,,,ECLSS,false,Postlanding ventilation inlet valve found closed (exhaust valve open) by recovery personnel after splashdown; vent handle only partially pulled.,,"Inherent lag between the two flexible control cables meant the vent handle was pulled only partway (~5/16-3/8 in), leaving the inlet-valve locking pin not fully retracted so the inlet valve stayed closed. No mechanical failure or out-of-tolerance parts; caution note added to Apollo Operations Handbook.",high,,false,,,Anomaly 14.1.2. Found postflight by recovery forces; closed.
A13-003,Apollo 13,,,GNC,true,"From ~40 h, computer readout of the optics shaft angle fluctuated up to ~0.3 deg in the zero-optics mode; crew confirmed via manual readout that the shaft was actually moving.",,"Most likely high slip-ring/brush resistance in the shaft-axis half-speed resolver (vented to vacuum), injecting a small offset into the zero reference. Judged generic and time/vacuum dependent (recurred nearly identically from Apollo 12); no effect on zeroing accuracy, so no corrective action.",high,true,false,,,Anomaly 14.1.3. Cause reasoned out postflight; recurrence of an Apollo 12 issue. Closed.
A13-004,Apollo 13,,,comms,true,"Before the ~55 h TV pass, difficulty acquiring and tracking with the high-gain antenna; ~6 dB uplink / ~17 dB downlink loss and cyclic ~5 s downlink transients (55:00:10-55:00:40).",,"Open at time of report. Most probable cause a short in the stator excitation winding of the antenna C-axis induction potentiometer, shifting the scan-limit function line so the auto-reacquisition logic cycled between the target and the manual setting; failure in the electronics box was ruled out. Analysis in progress, separate anomaly report to follow.",high,true,false,,,Anomaly 14.1.4; listed OPEN in the report. Cause not diagnosed in flight. A dedicated 'HGA Acquisition Problem - Anomaly Report 2' was published Dec 1970.
A13-005,Apollo 13,,,GNC,true,During entry the entry monitor system 0.05g light did not illuminate within 3 s of the 0.05g condition; the CMP started the system manually via the backup position.,,"Flight problem could not be duplicated in extensive postflight/thermal testing; most likely the CMP switched to backup too quickly before the light came on, or an intermittent hardware failure that cleared itself during entry. No hardware/procedure change warranted.",high,true,false,,,"Anomaly 14.1.5. Crew acted in real time, but no in-flight diagnosis of cause; inconclusive postflight. Closed."
A13-006,Apollo 13,,,structures,false,"Postflight inspection found propellant gas had leaked from the gusset-4 breech assembly of the apex-cover jettison system, burning a hole through the aluminum gusset cover plate.",,"Hot (>2000 F, ~14000 psi) propellant gas leaked at the breech-plenum interface, burning through the O-ring and Teflon backup ring. Probable cause a gap in the field-trimmed backup ring (scarf joint has no dimensional control). Fix: material/assembly controls plus a polyimide thermal barrier on future spacecraft.",high,,false,,,Anomaly 14.1.6. Pyrotechnic/earth-landing system; found postflight. Closed.
A13-007,Apollo 13,,,RCS,false,Postflight decontamination found the command module RCS system-1 fuel isolation valve open when it should have been closed (all other propellant isolation valves closed).,,"The fuel-valve closing-coil lead was miswired to an unused terminal-board pin during initial installation. In preflight tests at 28 V the valve still closed via inductive coupling from the oxidizer-valve coil, masking the fault; in flight the bus voltage was too low to close it. Fix: resistance checks on all future CM/SM RCS isolation valves.",high,,false,,,Anomaly 14.1.7. Manufacturing miswiring found postflight. Closed.
A13-008,Apollo 13,,,ECLSS,false,"Potable-water quantity reading fluctuated briefly twice: 98% down to 79% for ~5 min at ~23 h, and from full down to 83.5% (recovering in ~7 s) at ~37 h.",,"Erratic potable-water quantity transducer (also failed on Apollo 8 and 12), characteristically caused by minute contamination on the resistance wafer that clears itself; no contamination or corrosion found on disassembly of the Apollo 13 unit. Measurement is non-critical, so no change.",high,,false,,,Anomaly 14.1.8. Telemetry/instrumentation fluctuation; cause reasoned postflight. Closed.
A13-009,Apollo 13,,,ECLSS,false,"Suit pressure transducer dropped from 6.7 to 5.7 psia at S-II ignition (00:02:45) and thereafter read sluggish and up to ~1 psi low, drifting to 4.1-4.3 psia against a 5.0 psia cabin until deactivation at ~59 h.",,"Internal contamination from electroless-nickel plating flakes (poor plating adhesion to the aluminum base; differential expansion cracks the plating, moisture corrodes the base, flakes enter the variable-reluctance air gap). Also solder flux, glass beads and clean-room fibers found. Determined postflight (also failed on Apollo 12).",high,,false,,,Anomaly 14.1.9. Instrumentation failure diagnosed postflight. Closed.
A13-010,Apollo 13,,,EPS,false,Postflight inspection found propellant gas/soot had escaped from the left-hand CM electrical circuit interrupter (lower equipment bay); right-hand unit was clean.,,"Worst-case tolerance buildup let the attenuator block over-crush so the piston O-ring entered the breech chamfer, displacing it and venting gas. Analysis concluded gas escapes only after the deadfacing/electrical-disconnect function is complete and harms no adjacent equipment; no hardware change required.",high,,false,,,Anomaly 14.1.10. CM/SM umbilical circuit interrupter; found postflight. Closed.
A13-011,Apollo 13,,,propulsion,false,Supercritical helium (descent stage) exhibited a pressure-rise rate ~3x expected (14.9 psi/hr vs ~8) starting in the countdown-demonstration cold soak; in flight the rate climbed after each descent-engine firing to ~33 psi/hr until the burst disc vented at ~109 h (108:54:20).,,"Degradation of the tank's annular vacuum insulation by a trace contaminant (probably hydrogen, ~1e-6 lb) that vaporized during the pre-cold-soak flow check and raised thermal conductivity, giving the abnormal rise rate. Burst disc vented as designed. Screening test added for future tanks.",high,,false,,,"Anomaly 14.2.1. Descent Propulsion System supercritical-helium tank; first seen preflight (CDDT), monitored via telemetry, cause established postflight. Closed."
A13-012,Apollo 13,,,EPS,true,At 97:14 GET the crew reported a thumping noise and snowflakes venting from descent-stage quadrant 4; all four descent batteries showed ~2 s current transients (97:13:53) with corresponding dc-bus voltage drops and a momentary glycol-pump slowdown.,,Attributed to a descent-battery event (current surge / electrolyte activity venting from quadrant 4); cross-linked to the battery 2 malfunction (14.2.3). Detailed cause analyzed after the mission rather than diagnosed in real time.,high,true,false,,,"Anomaly 14.2.2. Crew-reported in real time, but the report presents the cause as postflight analysis, not an in-flight CapCom diagnosis; not turn-hunted. Closed."
A13-013,Apollo 13,109:13:30,109:20:54,EPS,true,"LM descent battery 2 malfunction/fault light with master alarm, first at ~100 h and recurring (e.g., flickering light at ~109 h); the crew reported the master alarm and identified battery 2, while voltages and currents remained normal.","109:13:30 CMP: 'Okay, Jack. We've got a MASTER ALARM and we've got a battery light flickering.' 109:13:36 CC: 'Okay. Copy a battery light. What battery?' 109:15:01 LMP: '...The only light I'm getting is on BAT 2.' 109:15:35 CC: 'Okay, Fred. We copy your same old friend, battery 2. Could you give us high bit rate for a while, please?' 109:20:54 CC: '...Voltages and currents look normal on battery 2; so ignore the battery light.'",False (erroneous) over-temperature-type indication: a short between the temperature-switch wires to ground (or auxiliary-relay contamination) tripped the malfunction light while the battery was healthy - the ground verified normal voltages/currents in flight and told the crew to ignore the light. Likely linked to the descent-stage battery current-surge event (14.2.2).,high,true,true,11,444,"Anomaly 14.2.3 - the one crew-initiated AND in-flight-diagnosed anomaly. Turn count = 11 air-to-ground transmissions from the crew report (109:13:30) to the CapCom false-indication diagnosis (109:20:54): 13:30 CMP, 13:36 CC, 14:16 CC, 14:25 LMP, 14:39 LMP, 14:54 CC, 15:01 LMP, 15:35 CC, 16:13 CC, 16:19 LMP, 16:23 CC, 20:54 CC(diagnosis). human_time_s = 444 (7 min 24 s). Light first illuminated ~099:50 in an earlier episode where ground had them take the battery off-line to investigate; the definitive 'ignore the light' diagnosis was delivered during the 109 h recurrence quoted here. Source: AS13_TEC.txt."
A13-014,Apollo 13,,,ECLSS,false,"LM ascent-stage oxygen tank 2 pressure rose during flight, indicating reverse leakage through the shutoff valve from the manifold into the tank (up to ~0.22 lb/hr at 193 psi differential).",,"Rolled/damaged forward O-ring during valve installation (the valve design allows more O-ring compression than the supplier recommends, aggravating rolling as the O-ring passes the manifold port) and/or seat contamination. Preflight leak tests checked only reverse leakage at high pressure and were inadequate.",high,,false,,,Anomaly 14.2.4. Telemetry-detected pressure rise; cause found postflight. Closed.
A13-015,Apollo 13,,,structures,true,LM left-hand window shade showed three large separations/cracks when first placed in the stowed position during flight; ~1/8 in cracks from ~80% of the peripheral stitch holes.,,Aclar embrittlement: the shade material had low elongation (6-12% vs >25% for the improved material) and cracked from the sewing stitch holes. Future shades use heat-treated/quenched more-ductile Aclar reinforced with Mylar tape.,high,true,false,,,"Anomaly 14.2.5. Crew observed the cracks, but cause is a known material issue confirmed postflight, not an in-flight air-to-ground diagnosis. Closed."
A13-016,Apollo 13,,,GFE,true,The 10-mm lens bumper on the LM 16-mm camera was found separated from the lens during inflight LM inspection; the crew reattached it and it held for the rest of the flight.,,Loose lens/bumper thread fit (a recurring looseness problem). Fix: swage the bumper mating surface for an interference fit with the 10-mm lens internal threads on future missions.,high,false,false,,,"Anomaly 14.3.1. GFE camera equipment; crew self-resolved, cause/fix documented postflight. Closed."
A13-017,Apollo 13,,,GFE,true,Before 55 h the onboard interval-timer time-period set knob came off in a crewman's hand.,,The knob set screw loosened; the special gripping compound provided insufficient retention force. Fix: secure the knob to the shaft with a roll pin on future timers.,high,false,false,,,Anomaly 14.3.2. GFE crew equipment; cause found on postflight examination. Closed.
A13-018,Apollo 13,,,GFE,true,"When the crew tried to use the two command-module medical-kit nasal spray bottles, one gave no medication and the other only two or three sprays.",,A cotton insert (added to slow the spray) combined with needing to squeeze at the cotton location impaired delivery in weightlessness; the returned bottle worked normally in 1 g (still held 2.5 cc after 5-6 sprays). Fix: package nose drops like the eye drops on future flights.,high,false,false,,,Anomaly 14.3.3. GFE medical kit; cause determined postflight. Closed.
A14-001,Apollo 14,,,structures,true,Six docking attempts required before the probe capture latches engaged during transposition and docking; probe-to-drogue contact was normal on all attempts and capture should have occurred on the five failed ones.,,"Contamination or debris in the capture-latch mechanism restricting plunger motion, which later became dislodged; probe functioned normally afterward (root cause confirmed postflight).",high,true,false,,,"Anomaly 14.1.1 (CSM). Crew experienced/executed the repeated docking attempts (crew-initiated), but the contamination cause was determined postflight; in flight they simply achieved a hard dock. Left at -1 (not diagnosed via air-to-ground loop in flight)."
A14-002,Apollo 14,,,comms,false,CSM high-gain (S-band) antenna showed intermittent tracking / boresight shifts during translunar coast and lunar orbit.,,Faulty connector to one of the coaxial cables feeding the wide-beam antenna elements (per mission report).,medium,,true,,,Anomaly 14.1.2 (CSM). Telemetry/ground-signature detected; not a crew-report diagnostic exchange.
A14-003,Apollo 14,,,ECLSS,true,Urine dump nozzle blocked after docking and several times during the mission.,,"Freezing of the nozzle under colder-than-previous thermal conditions; resolved in flight by orienting the spacecraft to expose the nozzle to sunlight, plus procedural water-rinse / extended oxygen purge.",medium,true,true,,,"Anomaly 14.1.3 (CSM). Crew-reported and worked in flight, but I did not spend fetch budget locating a discrete report->diagnosis air-to-ground exchange; left at -1 per bounded rule."
A14-004,Apollo 14,,,comms,false,Degraded VHF voice quality and erroneous VHF ranging measurements (roughly 5-15 mile errors) during rendezvous.,,Low signal strength from antenna polarization differences and possible connector issue; ranging improved after terminal phase initiation.,medium,,true,,,"Anomaly 14.1.4 (CSM). Detected via AGC/signal-strength telemetry, not a crew-report exchange."
A14-005,Apollo 14,,,GNC,true,Entry Monitor System (EMS) 0.05g indicator light failed to illuminate within 3 seconds of activation during entry.,,Neutral-density filter covering the 0.05g light plus solar reflections obscured the crew's view; crew switched to backup timing.,medium,true,true,,,"Anomaly 14.1.5 (CSM). Crew-noticed during entry; the resolution was an onboard crew action within seconds, not a multi-turn air-to-ground diagnostic loop. Left at -1."
A14-006,Apollo 14,,,EPS,true,Main Bus A could not be disconnected: it remained energized when the motor-driven switches were commanded off at ~800 ft during descent staging.,,Motor switch stalled with internal contacts remaining closed / motor windings open; confirmed by postflight testing.,medium,true,false,,,Anomaly 14.1.6 (CSM). Cause confirmed postflight (status open in report).
A14-007,Apollo 14,,,EPS,false,Intermittent main-bus-B circuit breaker for battery C; open circuit between battery C and main bus B.,,Contact cratering with a white substance holding the breaker contacts apart (postflight continuity checks).,medium,,false,,,"Anomaly 14.1.7 (CSM). Found in postflight testing, not in flight."
A14-008,Apollo 14,,,ECLSS,true,Food preparation (hot water) unit leaked: a water bubble collected on the unit stem after dispensing hot water.,,Particle contamination in the hot-water valve damaging O-rings at elevated temperature (~150 F); root cause postflight (status open).,medium,true,false,,,Anomaly 14.1.8 (CSM). Crew observed the leak; cause determined postflight.
A14-009,Apollo 14,,,ECLSS,false,Rapid repressurization system required three repressurizations instead of the normal single recharge.,,Increased leakage rate (~40 cc/min vs 14 cc/min preflight); assessed as normal degradation from surge-tank pressure telemetry.,medium,,true,,,Anomaly 14.1.9 (CSM). Telemetry-based.
A14-010,Apollo 14,,,EPS,false,LM ascent battery 5 open-circuit voltage dropped from 37.0 V to 36.7 V at ~62 hours instead of holding constant.,,Suspected battery cell short / short-to-case or conductive foreign material piercing the cellophane separator (from voltage telemetry).,medium,,true,,,"Anomaly 14.2.1 (LM). Battery-voltage telemetry, not a crew-report exchange."
A14-011,Apollo 14,105:11:05,107:11:06,GNC,true,Spurious ABORT command bit intermittently set in the LM primary guidance computer (appeared on the onboard DSKY and in ground telemetry) during lunar orbit before powered descent; recurred and cleared when the crew tapped the panel near the abort switch.,"105:11:05 Haise: ""Antares, Houston. What we're looking at there is the abort bit, and it looks set."" ... 107:11:06 Haise: ""Okay, Ed. And before I start in here, would you try tapping the panel again? The abort bit came back...I guess you've surmised already that we have some sort of a contamination in the Abort switch.""","Metallic contamination (loose solder/metal) within the hermetically sealed abort-switch module intermittently shorting the abort command; MIT (Don Eyles) wrote a software patch, uplinked, to make the computer ignore the abort input during descent.",high,true,true,,7201,"Anomaly 14.2.2 (LM) - the marquee crew/ground-diagnosed anomaly. Report first stated air-to-ground at GET 105:11:05 (Haise/CapCom), contamination diagnosis stated at GET 107:11:06 => elapsed 7201 s. Detection was concurrent: onboard DSKY (crew) AND ground telemetry, so crew_initiated is true-but-shared. human_turns_to_diagnosis left at -1: the span crosses at least one loss-of-signal across lunar-orbit revolutions, so an exact count of intervening air-to-ground transmissions is not rigorously verifiable within budget (an AFJ-section estimate of ~40+ transmissions exists but is unverified; not asserted per the no-invented-turns rule). Source: apollojournals.org/afj/ap14fj/19_day5_troubleshooting_lm_computer.html."
A14-012,Apollo 14,,,comms,false,LM S-band steerable antenna lost track nine times (unscheduled tracking interruptions) with 2-3 Hz mechanical oscillation exceeding +/-5 degrees.,,"Unknown intermittent condition (not vehicle blockage, multipath, noise, or amplitude modulation); status open. Crew reset the circuit breaker multiple times.",medium,,false,,,Anomaly 14.2.3 (LM). Cause never determined (open).
A14-013,Apollo 14,,,GNC,true,"LM landing radar behaved abnormally during descent: premature switch to low-range scale at ~6 min, initial slant range ~13,000 ft high, range jump from 32,000 to 25,000 ft.",,Operation beyond design limits and side-lobe lock-on rather than main lobe; crew recycled the circuit breaker to return to high scale. Cause characterized postflight.,medium,true,false,,,Anomaly 14.2.4 (LM). Crew acted during the fast descent event; formal cause (side-lobe lock-on) is postflight.
A14-014,Apollo 14,,,GNC,false,"Loss of the Abort Guidance System (AGS): AGS telemetry lost and DEDA inaccessible, with no warning light or alarm.",,Power-supply/sequencer-module failure in the abort electronics assembly (possible solder joint / component failure); determined postflight to be a standby-mode failure.,medium,,false,,,Anomaly 14.2.5 (LM). Telemetry dropout; diagnosed postflight.
A14-015,Apollo 14,,,GNC,true,Crew reported a crack across the address-register glass of the AGS Data Entry and Display Assembly (DEDA).,,"Excessive internal stress, improper mounting, or accidental impact; specific cause unknown.",medium,true,false,,,Anomaly 14.2.6 (LM). Crew-reported visual observation only; no diagnostic loop (cause unknown).
A14-016,Apollo 14,,,SIM-bay,false,"Lunar topographic (Hycon) camera ran its shutter continuously in operate and standby modes from ~90 hours onward, causing multiple/over-exposures.",,"Contaminated transistor in the shutter-control circuit with a loose aluminum piece (~0.130 x 0.008 in); imagery degradation seen after 192 frames, confirmed by postflight examination.",medium,,true,,,Anomaly 14.3.1 (GFE). Hycon lunar topographic camera; detected via imagery/telemetry and postflight teardown.
A14-017,Apollo 14,,,EVA,true,Right EVA glove pulled the hand left and down during the second EVA (not observed on the first EVA).,,Pressurized-glove design allows various neutral positions; no broken cables. Confirmed by postflight chamber tests.,medium,false,false,,,Anomaly 14.3.2 (GFE/EVA). Crew felt it during EVA; cause via postflight chamber tests.
